연도,월,일정,전시요일,전시순서,온라인상품코드,상품명,브랜드명,정상가,최종혜택가,할인율,결제수량,결제금액(포인트포함),PV
2025,4,04/15,화,5,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,33200,15,64,2005000,
2025,4,04/15,화,6,9100000005,러닝 경량 자켓,MOTION LAB,149000,134100,10,18,2883000,
2025,4,04/15,화,7,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,188100,10,22,3956000,
2025,4,04/17,목,1,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,46800,10,104,4053000,
2025,4,04/17,목,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,126000,25,76,8752000,
2025,4,04/17,목,3,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,135800,35,51,6238000,
2025,4,04/17,목,4,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,29200,35,132,3360000,
2025,4,04/17,목,5,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,89500,50,40,3873000,
2025,4,04/18,금,1,9100000021,드립 커피메이커,MORNING BREW,159000,103400,35,90,8684000,
2025,4,04/18,금,2,9100000022,전기 토스터,MORNING BREW,119000,59500,50,66,4060000,
2025,4,04/18,금,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,25600,20,128,3752000,
2025,4,04/18,금,4,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,22500,50,197,3888000,
2025,4,04/18,금,5,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,138600,30,58,9444000,
2025,4,04/18,금,6,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,61,7117000,
2025,4,04/20,일,1,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,44200,15,162,6298000,
2025,4,04/20,일,2,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,177600,15,31,4934000,
2025,4,04/20,일,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,296100,10,16,4301000,
2025,4,04/20,일,4,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,161100,10,29,5392000,
2025,4,04/20,일,5,9100000011,수분 장벽 크림,PURELAB,68000,34000,50,102,3925000,
2025,4,04/20,일,6,9100000021,드립 커피메이커,MORNING BREW,159000,103400,35,45,4015000,
2025,4,04/21,월,1,9100000024,무선 서큘레이터,AIRNEST,189000,141800,25,30,4673000,
2025,4,04/21,월,2,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,103400,35,44,4792000,
2025,4,04/21,월,3,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,29500,50,126,4040000,
2025,4,04/21,월,4,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,128700,35,52,6658000,
2025,4,04/21,월,5,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,177600,15,31,5090000,
2025,4,04/21,월,6,9100000020,세라믹 냄비 세트,HOME TABLE,249000,161800,35,38,6521000,
2025,4,04/22,화,1,9100000024,무선 서큘레이터,AIRNEST,189000,113400,40,36,4628000,
2025,4,04/22,화,2,9100000005,러닝 경량 자켓,MOTION LAB,149000,111800,25,41,4043000,
2025,4,04/22,화,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,104000,45,55,4879000,
2025,4,04/22,화,4,9100000009,레더 미니 숄더백,ATELIER BAG,329000,213800,35,25,4790000,
2025,4,04/22,화,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,24800,45,151,3430000,
2025,4,04/22,화,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,116400,35,32,3415000,
2025,4,04/23,수,1,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,35100,10,113,3481000,
2025,4,04/23,수,2,9100000002,여성 울 블렌드 가디건,LUMEN,219000,164200,25,21,3983000,
2025,4,04/23,수,3,9100000003,남성 클래식 셔츠,NORDEN,129000,96800,25,35,3568000,
2025,4,04/23,수,4,9100000022,전기 토스터,MORNING BREW,119000,65500,45,57,4666000,
2025,4,04/23,수,5,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,34500,50,97,4161000,
2025,4,04/24,목,1,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,140,5291000,
2025,4,04/24,목,2,9100000010,데일리 토트백,ATELIER BAG,259000,194200,25,23,4459000,
2025,4,04/24,목,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,35,4426000,
2025,4,04/24,목,4,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,25400,35,198,5123000,
2025,4,04/24,목,5,9100000022,전기 토스터,MORNING BREW,119000,89200,25,55,5472000,
2025,4,04/24,목,6,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,161,3822000,
2025,4,04/24,목,7,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,89100,10,22,2049000,
2025,4,04/25,금,1,9100000021,드립 커피메이커,MORNING BREW,159000,87400,45,97,8015000,
2025,4,04/25,금,2,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,56,6008000,
2025,4,04/25,금,3,9100000023,미니 공기청정기,AIRNEST,299000,254200,15,36,7937000,
2025,4,04/25,금,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,74200,25,44,2872000,
2025,4,04/25,금,5,9100000003,남성 클래식 셔츠,NORDEN,129000,71000,45,51,3086000,
2025,4,04/26,토,1,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,33800,25,150,4613000,
2025,4,04/26,토,2,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,107400,40,60,6974000,
2025,4,04/26,토,3,9100000022,전기 토스터,MORNING BREW,119000,89200,25,58,4526000,
2025,4,04/26,토,4,9100000002,여성 울 블렌드 가디건,LUMEN,219000,109500,50,47,4626000,
2025,4,04/26,토,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,79200,20,53,3900000,
2025,4,04/26,토,6,9100000011,수분 장벽 크림,PURELAB,68000,57800,15,102,4937000,
2025,4,04/26,토,7,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,170100,10,15,2827000,
2025,4,04/27,일,1,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,44800,35,106,5000000,
2025,4,04/27,일,2,9100000011,수분 장벽 크림,PURELAB,68000,54400,20,125,6366000,
2025,4,04/27,일,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,160600,15,28,4936000,
2025,4,04/27,일,4,9100000021,드립 커피메이커,MORNING BREW,159000,119200,25,38,5435000,
2025,4,04/27,일,5,9100000009,레더 미니 숄더백,ATELIER BAG,329000,263200,20,20,4705000,
2025,4,04/27,일,6,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,134400,20,45,6486000,
2025,4,04/27,일,7,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,168300,15,27,3793000,
2025,4,04/27,일,8,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,115000,45,31,3956000,
2025,4,04/28,월,1,9100000014,벨벳 립 틴트,GLOWMATE,32000,27200,15,86,2474000,
2025,4,04/28,월,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,142800,15,48,6212000,
2025,4,04/28,월,3,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,27000,40,86,2410000,
2025,4,04/28,월,4,9100000024,무선 서큘레이터,AIRNEST,189000,160600,15,30,4736000,
2025,4,04/28,월,5,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,29200,25,97,3251000,
2025,4,04/28,월,6,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,35400,40,68,2669000,
2025,4,04/29,화,1,9100000003,남성 클래식 셔츠,NORDEN,129000,71000,45,61,4559000,
2025,4,04/29,화,2,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,74200,25,53,3921000,
2025,4,04/29,화,3,9100000014,벨벳 립 틴트,GLOWMATE,32000,24000,25,132,3705000,
2025,4,04/29,화,4,9100000009,레더 미니 숄더백,ATELIER BAG,329000,296100,10,21,6626000,
2025,4,04/29,화,5,9100000024,무선 서큘레이터,AIRNEST,189000,113400,40,45,5535000,
2025,4,04/29,화,6,9100000010,데일리 토트백,ATELIER BAG,259000,168400,35,30,4523000,
2025,4,04/30,수,1,9100000010,데일리 토트백,ATELIER BAG,259000,168400,35,27,4724000,
2025,4,04/30,수,2,9100000011,수분 장벽 크림,PURELAB,68000,44200,35,134,5478000,
2025,4,04/30,수,3,9100000020,세라믹 냄비 세트,HOME TABLE,249000,137000,45,65,7983000,
2025,4,04/30,수,4,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,33,5751000,
2025,4,04/30,수,5,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,107400,40,49,4442000,
2025,4,04/30,수,6,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,148500,25,46,6781000,
2025,5,05/01,목,1,9100000024,무선 서큘레이터,AIRNEST,189000,132300,30,50,8065000,
2025,5,05/01,목,2,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,100800,40,76,8927000,
2025,5,05/01,목,3,9100000023,미니 공기청정기,AIRNEST,299000,209300,30,31,6016000,
2025,5,05/01,목,4,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,107400,40,53,6888000,
2025,5,05/01,목,5,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,32500,45,145,4657000,
2025,5,05/04,일,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,50200,15,55,3051000,
2025,5,05/04,일,2,9100000012,진정 세럼,PURELAB,59000,38400,35,129,4754000,
2025,5,05/04,일,3,9100000023,미니 공기청정기,AIRNEST,299000,179400,40,44,8504000,
2025,5,05/04,일,4,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,27000,40,87,2812000,
2025,5,05/04,일,5,9100000020,세라믹 냄비 세트,HOME TABLE,249000,186800,25,30,5482000,
2025,5,05/05,월,1,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,84000,50,75,5264000,
2025,5,05/05,월,2,9100000012,진정 세럼,PURELAB,59000,32500,45,127,4274000,
2025,5,05/05,월,3,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,44200,15,91,3435000,
2025,5,05/05,월,4,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,47200,20,69,3499000,
2025,5,05/05,월,5,9100000022,전기 토스터,MORNING BREW,119000,89200,25,41,3922000,
2025,5,05/05,월,6,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,152200,15,27,3849000,
2025,5,05/06,화,1,9100000002,여성 울 블렌드 가디건,LUMEN,219000,175200,20,50,8050000,
2025,5,05/06,화,2,9100000023,미니 공기청정기,AIRNEST,299000,149500,50,29,4951000,
2025,5,05/06,화,3,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,79500,50,47,3799000,
2025,5,05/06,화,4,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,113400,40,41,5342000,
2025,5,05/06,화,5,9100000011,수분 장벽 크림,PURELAB,68000,40800,40,142,5295000,
2025,5,05/06,화,6,9100000021,드립 커피메이커,MORNING BREW,159000,119200,25,38,4685000,
2025,5,05/06,화,7,9100000024,무선 서큘레이터,AIRNEST,189000,170100,10,25,4751000,
2025,5,05/09,금,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,44200,25,105,5146000,
2025,5,05/09,금,2,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,24800,45,212,4981000,
2025,5,05/09,금,3,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,59400,40,78,4478000,
2025,5,05/09,금,4,9100000012,진정 세럼,PURELAB,59000,38400,35,154,6015000,
2025,5,05/09,금,5,9100000011,수분 장벽 크림,PURELAB,68000,54400,20,154,7742000,
2025,5,05/10,토,1,9100000022,전기 토스터,MORNING BREW,119000,83300,30,45,3954000,
2025,5,05/10,토,2,9100000005,러닝 경량 자켓,MOTION LAB,149000,119200,20,42,5147000,
2025,5,05/10,토,3,9100000011,수분 장벽 크림,PURELAB,68000,54400,20,121,6774000,
2025,5,05/10,토,4,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,87400,45,59,4787000,
2025,5,05/10,토,5,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,167200,20,34,5695000,
2025,5,05/11,일,1,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,126000,25,84,8941000,
2025,5,05/11,일,2,9100000020,세라믹 냄비 세트,HOME TABLE,249000,124500,50,51,6568000,
2025,5,05/11,일,3,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,51,5361000,
2025,5,05/11,일,4,9100000012,진정 세럼,PURELAB,59000,32500,45,136,4293000,
2025,5,05/11,일,5,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,141800,25,25,3829000,
2025,5,05/11,일,6,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,99000,50,60,5307000,
2025,5,05/11,일,7,9100000005,러닝 경량 자켓,MOTION LAB,149000,82000,45,43,4157000,
2025,5,05/12,월,1,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,38200,15,126,4525000,
2025,5,05/12,월,2,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,51800,25,91,3925000,
2025,5,05/12,월,3,9100000002,여성 울 블렌드 가디건,LUMEN,219000,120500,45,44,4652000,
2025,5,05/12,월,4,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,142800,15,47,5577000,
2025,5,05/12,월,5,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,44200,25,74,2997000,
2025,5,05/12,월,6,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,116400,35,54,6035000,
2025,5,05/12,월,7,9100000014,벨벳 립 틴트,GLOWMATE,32000,19200,40,121,2705000,
2025,5,05/13,화,1,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,29500,50,140,3462000,
2025,5,05/13,화,2,9100000002,여성 울 블렌드 가디건,LUMEN,219000,153300,30,31,5288000,
2025,5,05/13,화,3,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,89500,50,79,6593000,
2025,5,05/13,화,4,9100000012,진정 세럼,PURELAB,59000,50200,15,84,3822000,
2025,5,05/13,화,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,27000,40,218,4925000,
2025,5,05/13,화,6,9100000009,레더 미니 숄더백,ATELIER BAG,329000,263200,20,20,6264000,
2025,5,05/14,수,1,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,146300,30,48,7334000,
2025,5,05/14,수,2,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,58600,15,100,5062000,
2025,5,05/14,수,3,9100000022,전기 토스터,MORNING BREW,119000,101200,15,43,3944000,
2025,5,05/14,수,4,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,33800,35,162,5488000,
2025,5,05/14,수,5,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,178200,10,53,8249000,
2025,5,05/14,수,6,9100000005,러닝 경량 자켓,MOTION LAB,149000,126600,15,36,4644000,
2025,5,05/14,수,7,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,116400,35,58,6082000,
2025,5,05/15,목,1,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,143200,20,46,6627000,
2025,5,05/15,목,2,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,128700,35,96,11162000,
2025,5,05/15,목,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,296100,10,17,4447000,
2025,5,05/15,목,4,9100000011,수분 장벽 크림,PURELAB,68000,37400,45,135,4294000,
2025,5,05/15,목,5,9100000010,데일리 토트백,ATELIER BAG,259000,207200,20,20,5245000,
2025,5,05/15,목,6,9100000023,미니 공기청정기,AIRNEST,299000,179400,40,30,5068000,
2025,5,05/15,목,7,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,36000,20,123,4811000,
2025,5,05/15,목,8,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,125300,30,27,3551000,
2025,5,05/16,금,1,9100000002,여성 울 블렌드 가디건,LUMEN,219000,186200,15,32,7465000,
2025,5,05/16,금,2,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,28600,45,165,4556000,
2025,5,05/16,금,3,9100000021,드립 커피메이커,MORNING BREW,159000,79500,50,68,6774000,
2025,5,05/16,금,4,9100000010,데일리 토트백,ATELIER BAG,259000,168400,35,55,7698000,
2025,5,05/16,금,5,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,125400,40,54,6834000,
2025,5,05/16,금,6,9100000014,벨벳 립 틴트,GLOWMATE,32000,24000,25,176,3877000,
2025,5,05/17,토,1,9100000012,진정 세럼,PURELAB,59000,50200,15,102,6386000,
2025,5,05/17,토,2,9100000010,데일리 토트백,ATELIER BAG,259000,207200,20,30,5772000,
2025,5,05/17,토,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,119200,20,56,6369000,
2025,5,05/17,토,4,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,28600,45,205,7038000,
2025,5,05/17,토,5,9100000024,무선 서큘레이터,AIRNEST,189000,160600,15,19,3548000,
2025,5,05/17,토,6,9100000021,드립 커피메이커,MORNING BREW,159000,95400,40,49,4796000,
2025,5,05/17,토,7,9100000022,전기 토스터,MORNING BREW,119000,95200,20,37,3338000,
2025,5,05/18,일,1,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,34500,50,104,3742000,
2025,5,05/18,일,2,9100000023,미니 공기청정기,AIRNEST,299000,269100,10,30,7161000,
2025,5,05/18,일,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,141800,25,29,4829000,
2025,5,05/18,일,4,9100000022,전기 토스터,MORNING BREW,119000,65500,45,59,4634000,
2025,5,05/18,일,5,9100000010,데일리 토트백,ATELIER BAG,259000,233100,10,31,6079000,
2025,5,05/18,일,6,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,143200,20,34,4285000,
2025,5,05/18,일,7,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,23400,40,137,2986000,
2025,5,05/22,목,1,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,113400,40,57,6109000,
2025,5,05/22,목,2,9100000009,레더 미니 숄더백,ATELIER BAG,329000,164500,50,47,8003000,
2025,5,05/22,목,3,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,107400,40,40,4213000,
2025,5,05/22,목,4,9100000002,여성 울 블렌드 가디건,LUMEN,219000,175200,20,26,5015000,
2025,5,05/22,목,5,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,29500,50,217,5384000,
2025,5,05/23,금,1,9100000013,글로우 쿠션 파운데이션,GLOWMATE,52000,36400,30,239,7983000,
2025,5,05/23,금,2,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,134200,25,26,4148000,
2025,5,05/23,금,3,9100000021,드립 커피메이커,MORNING BREW,159000,95400,40,51,4658000,
2025,5,05/23,금,4,9100000024,무선 서큘레이터,AIRNEST,189000,170100,10,29,4563000,
2025,5,05/23,금,5,9100000022,전기 토스터,MORNING BREW,119000,95200,20,38,3379000,
2025,5,05/23,금,6,9100000023,미니 공기청정기,AIRNEST,299000,269100,10,20,4603000,
2025,5,05/23,금,7,9100000003,남성 클래식 셔츠,NORDEN,129000,64500,50,62,3561000,
2025,5,05/24,토,1,9100000005,러닝 경량 자켓,MOTION LAB,149000,104300,30,50,5790000,
2025,5,05/24,토,2,9100000024,무선 서큘레이터,AIRNEST,189000,160600,15,33,5310000,
2025,5,05/24,토,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,296100,10,21,6061000,
2025,5,05/24,토,4,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,103400,35,37,3416000,
2025,5,05/24,토,5,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,160600,15,23,3667000,
2025,5,05/24,토,6,9100000011,수분 장벽 크림,PURELAB,68000,61200,10,88,6668000,
2025,5,05/24,토,7,9100000014,벨벳 립 틴트,GLOWMATE,32000,28800,10,115,3472000,
2025,5,05/25,일,1,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,27000,40,119,3565000,
2025,5,05/25,일,2,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,38400,35,83,3828000,
2025,5,05/25,일,3,9100000023,미니 공기청정기,AIRNEST,299000,194400,35,27,4832000,
2025,5,05/25,일,4,9100000024,무선 서큘레이터,AIRNEST,189000,170100,10,23,3500000,
2025,5,05/25,일,5,9100000021,드립 커피메이커,MORNING BREW,159000,143100,10,35,5975000,
2025,5,05/26,월,1,9100000025,프리미엄 견과 선물세트,DAILY PANTRY,69000,44800,35,92,4030000,
2025,5,05/26,월,2,9100000010,데일리 토트백,ATELIER BAG,259000,181300,30,33,6658000,
2025,5,05/26,월,3,9100000011,수분 장벽 크림,PURELAB,68000,44200,35,146,6483000,
2025,5,05/26,월,4,9100000003,남성 클래식 셔츠,NORDEN,129000,96800,25,41,3919000,
2025,5,05/26,월,5,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,33800,25,93,2683000,
2025,5,05/26,월,6,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,151200,10,27,4412000,
2025,5,05/26,월,7,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,170100,10,24,5006000,
2025,5,05/27,화,1,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,127200,20,34,5180000,
2025,5,05/27,화,2,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,134200,25,53,7031000,
2025,5,05/27,화,3,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,25400,35,167,3869000,
2025,5,05/27,화,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,177600,15,29,4940000,
2025,5,05/27,화,5,9100000014,벨벳 립 틴트,GLOWMATE,32000,19200,40,147,2754000,
2025,5,05/27,화,6,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,118800,40,54,7498000,
2025,5,05/27,화,7,9100000002,여성 울 블렌드 가디건,LUMEN,219000,153300,30,26,4320000,
2025,5,05/31,토,1,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,177600,15,25,4588000,
2025,5,05/31,토,2,9100000003,남성 클래식 셔츠,NORDEN,129000,77400,40,37,3068000,
2025,5,05/31,토,3,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,134200,25,40,5488000,
2025,5,05/31,토,4,9100000005,러닝 경량 자켓,MOTION LAB,149000,126600,15,28,3121000,
2025,5,05/31,토,5,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,125300,30,56,6516000,
2025,5,05/31,토,6,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,143100,10,23,2928000,
2025,5,05/31,토,7,9100000023,미니 공기청정기,AIRNEST,299000,239200,20,16,4223000,
2025,6,06/01,일,1,9100000022,전기 토스터,MORNING BREW,119000,71400,40,86,5999000,
2025,6,06/01,일,2,9100000010,데일리 토트백,ATELIER BAG,259000,129500,50,34,4414000,
2025,6,06/01,일,3,9100000009,레더 미니 숄더백,ATELIER BAG,329000,263200,20,14,4411000,
2025,6,06/01,일,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,74200,25,38,2470000,
2025,6,06/01,일,5,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,51,5355000,
2025,6,06/02,월,1,9100000003,남성 클래식 셔츠,NORDEN,129000,109600,15,47,4545000,
2025,6,06/02,월,2,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,37,3831000,
2025,6,06/02,월,3,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,53100,10,56,2884000,
2025,6,06/02,월,4,9100000007,골프 여성 카라 티셔츠,GREEN FAIRWAY,179000,107400,40,45,5019000,
2025,6,06/02,월,5,9100000021,드립 커피메이커,MORNING BREW,159000,95400,40,35,3811000,
2025,6,06/02,월,6,9100000015,오드퍼퓸 50ML,SCENT ARCHIVE,168000,134400,20,36,4948000,
2025,6,06/02,월,7,9100000005,러닝 경량 자켓,MOTION LAB,149000,119200,20,23,2579000,
2025,6,06/03,화,1,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,118800,40,45,6133000,
2025,6,06/03,화,2,9100000014,벨벳 립 틴트,GLOWMATE,32000,16000,50,256,3426000,
2025,6,06/03,화,3,9100000018,너리싱 헤어 마스크,BOTANIC DAY,45000,22500,50,249,4694000,
2025,6,06/03,화,4,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,38400,35,123,4253000,
2025,6,06/03,화,5,9100000002,여성 울 블렌드 가디건,LUMEN,219000,142400,35,50,7123000,
2025,6,06/03,화,6,9100000003,남성 클래식 셔츠,NORDEN,129000,77400,40,30,2825000,
2025,6,06/03,화,7,9100000009,레더 미니 숄더백,ATELIER BAG,329000,246800,25,16,3565000,
2025,6,06/04,수,1,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,27300,30,192,4692000,
2025,6,06/04,수,2,9100000012,진정 세럼,PURELAB,59000,53100,10,153,6891000,
2025,6,06/04,수,3,9100000019,프리미엄 프라이팬 세트,HOME TABLE,179000,107400,40,52,4919000,
2025,6,06/04,수,4,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,167200,20,27,4330000,
2025,6,06/04,수,5,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,64400,35,59,4682000,
2025,6,06/04,수,6,9100000004,남성 테이퍼드 팬츠,NORDEN,159000,103400,35,53,5392000,
2025,6,06/04,수,7,9100000023,미니 공기청정기,AIRNEST,299000,224200,25,36,7170000,
2025,6,06/04,수,8,9100000020,세라믹 냄비 세트,HOME TABLE,249000,137000,45,36,5677000,
2025,6,06/05,목,1,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,188100,10,30,5391000,
2025,6,06/05,목,2,9100000020,세라믹 냄비 세트,HOME TABLE,249000,199200,20,26,6048000,
2025,6,06/05,목,3,9100000001,여성 캐시미어 블렌드 니트,LUMEN,189000,122800,35,28,3950000,
2025,6,06/05,목,4,9100000017,퍼퓸 바디워시,BOTANIC DAY,39000,31200,20,172,4721000,
2025,6,06/05,목,5,9100000016,퍼퓸 기프트 세트,SCENT ARCHIVE,198000,128700,35,76,10306000,
2025,6,06/07,토,1,9100000011,수분 장벽 크림,PURELAB,68000,40800,40,253,8726000,
2025,6,06/07,토,2,9100000010,데일리 토트백,ATELIER BAG,259000,168400,35,35,4917000,
2025,6,06/07,토,3,9100000005,러닝 경량 자켓,MOTION LAB,149000,96800,35,45,4196000,
2025,6,06/07,토,4,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,79200,20,46,3333000,
2025,6,06/07,토,5,9100000024,무선 서큘레이터,AIRNEST,189000,132300,30,33,4012000,
2025,6,06/10,화,1,9100000006,스포츠 트레이닝 팬츠,MOTION LAB,99000,84200,15,47,4665000,
2025,6,06/10,화,2,9100000020,세라믹 냄비 세트,HOME TABLE,249000,211600,15,27,4703000,
2025,6,06/10,화,3,9100000011,수분 장벽 크림,PURELAB,68000,54400,20,143,6581000,
2025,6,06/10,화,4,9100000026,시그니처 디저트 세트,DAILY PANTRY,59000,38400,35,98,4153000,
2025,6,06/10,화,5,9100000008,골프 남성 기능성 팬츠,GREEN FAIRWAY,209000,156800,25,35,5811000,
2025,6,06/13,금,1,9100000024,무선 서큘레이터,AIRNEST,189000,113400,40,42,4807000,
2025,6,06/13,금,2,9100000014,벨벳 립 틴트,GLOWMATE,32000,24000,25,129,3735000,
